name,nick,birth_date,height,weight,association,class,locality,country
Jake O'Brien,,9/25/1984,75,205,Integrated Fighting Academy,Light Heavyweight,"Indianapolis, Indiana",United States
Mike Van Arsdale,,6/20/1965,74,205,,Light Heavyweight,"San Jose, California",United States
Allan Goes,,4/20/1971,72,205,Goes Martial Arts,Light Heavyweight,"Mission Viejo, California",United States
Sean Salmon,,11/9/1977,70,205,,Light Heavyweight,"Columbus, Ohio",United States
Sean O'Connell,The Real OC,9/2/1983,73,205,,Light Heavyweight,"Salt Lake City, Utah",United States
Houston Dorr,,,72,205,,Light Heavyweight,"Diamond Head, Mississippi",USA
Aaron Rosa,,5/28/1983,75,205,Rodrigo Pinheiro Brazilian Jiu-Jitsu,Light Heavyweight,"San Antonio, Texas",United States
Matt Hamill,The Hammer,10/5/1976,74,205,,Light Heavyweight,"Loveland, Ohio",United States
Jake Rosholt,,2/9/1982,73,205,Team Takedown,Light Heavyweight,"Dallas, Texas",United States
Kris Rotharmel,,,72,205,,Light Heavyweight,"Metairie, Louisiana",USA
Ron Faircloth,,,69,205,Dungeon MMA,Light Heavyweight,"Stoughton, Wisconsin",United States
Kalib Starnes,,1/6/1975,75,205,Aegis Athletics,Light Heavyweight,"Surrey, British Columbia",Canada
Michael Patt,,,72,205,Meat Truck Inc.,Light Heavyweight,"Dayton, Ohio",United States
Jan Blachowicz,,2/24/1983,74,205,PJ Promotion,Light Heavyweight,Cieszyn,Poland
Tom Murphy,,11/19/1974,74,205,Tristar Gym,Light Heavyweight,"St. Albans, Vermont",United States
Ross Pointon,The Gladiator,,68,205,,Light Heavyweight,,England
Justin Martin,The Reaper,,72,205,,Light Heavyweight,"Dallas, Texas",United States
Hans Stringer,,7/6/1987,74,205,Blackzilians,Light Heavyweight,Zevenbergen,Netherlands
Tom Blackledge,,,72,205,Wolfslair Academy,Light Heavyweight,"Wigan, Greater Manchester",England
Nikita Krylov,,3/7/1992,75,205,Vale Tudo MMA Academy,Light Heavyweight,Kiev,Ukraine
Rex Holman,,,75,205,,Light Heavyweight,"Columbus, Ohio",USA
Wagner Prado,Caldeirao,12/30/1987,73,205,Retz Muay Thai,Light Heavyweight,"Campinas, Sao Paulo",Brazil
Cory Walmsley,,,72,205,Team Bison,Light Heavyweight,"St. Paul, Minnesota",United States
Misha Cirkunov,,2/27/1987,75,205,Xtreme Couture,Light Heavyweight,Riga,Latvia
Eliot Marshall,The Fire,7/7/1980,75,205,Grudge Training Center,Light Heavyweight,"Boulder, Colorado",United States
Reza Nasri,,,71,205,,Light Heavyweight,Isfahan,"Iran, Islamic Republic of"
Roland Payne,,7/16/1964,69,205,,Light Heavyweight,"Charlotte, North Carolina",United States
Quinton Jackson,Rampage,6/20/1978,73,206,Wolfslair Academy,Light Heavyweight,"Memphis, Tennessee",United States
Maurice Smith,Mo,12/13/1961,74,206,The Alliance,Light Heavyweight,"Seattle, Washington",United States
Gilbert Yvel,The Hurricane,6/30/1976,74,206,Throwdown,Light Heavyweight,Amsterdam,Netherlands
James McSweeney,The Hammer,10/24/1980,76,206,Tiger Muay Thai,Light Heavyweight,"London, Greater London",England
Marvin Eastman,The Beastman,6/8/1971,69,207,J-Sect MMA,N/A,"Las Vegas, Nevada",United States
Yuri Vaulin,,9/13/1963,76,207,,N/A,Riga,Latvia
Thiago Silva,,11/12/1982,73,208,Blackzilians,Heavyweight,Sao Paulo,Brazil
Justin Jones,Lazy Bones,,71,209,Victory MMA,Heavyweight,"San Diego, California",United States
Marco Ruas,The King of the Streets,1/23/1961,73,210,Ruas Vale Tudo,Heavyweight,Rio De Janeiro,Brazil
Don Frye,The Predator,11/23/1965,73,210,Team Frye,Heavyweight,"Sierra Vista, Arizona",United States
Oleg Taktarov,The Russian Bear,8/26/1967,72,210,Freelance,Heavyweight,Nizhny Novgorod,Russia
Johnny Rhodes,,,72,210,,Heavyweight,"Las Vegas, Nevada",United States
Scott Morris,,,72,210,,Heavyweight,"Arlington, Texas",United States
Scott Baker,,,72,210,,Heavyweight,Utah,United States
Joe Pardo,,,73,210,Gracie Jiu-Jitsu Academy,Heavyweight,"Torrance, California",USA
Bob Gilstrap,,7/16/1974,75,210,,Heavyweight,"Seattle, Washington",United States
Ken Shamrock,The World's Most Dangerous Man,2/11/1964,73,212,Lion's Den,Heavyweight,"San Diego, California",United States
Dwayne Cason,,,70,212,,Heavyweight,"Fayettville, North Carolina",USA
Tyrone Roberts,Native Warrior,7/14/1972,69,213,,Heavyweight,"Tama, Iowa",United States
Ricco Rodriguez,Suave,8/19/1977,76,214,American Fight Club,Heavyweight,"Staten Island, New York",United States
Eddie Sanchez,The Manic Hispanic,4/11/1982,75,214,Kings MMA,Heavyweight,"San Diego, California",United States
Steve Jennum,,,70,215,,Heavyweight,"Omaha, Nebraska",United States
Jim Mullen,,,73,215,,Heavyweight,"Simi Valley, California",United States
Gerard Gordeau,,3/30/1955,77,216,Kamakura,Heavyweight,The Hague,Netherlands
He-Man Ali Gipson,,3/1/1973,,216,,Heavyweight,"Las Vegas, Nevada",United States
Jack McLaughlin,,10/1/1961,70,218,,Heavyweight,"Piqua, Ohio",United States
Wilson Gouveia,,10/3/1978,74,219,American Top Team,Heavyweight,"Coral Pass, Florida",United States
Ernie Verdicia,,,70,219,,Heavyweight,"Miami, Florida",United States
Kristof Midoux,The French Hurricane,,73,220,Boxing Squad,Heavyweight,Nice,France
Brad Kohler,,5/26/1964,69,220,,Heavyweight,"Bloomington, Minnesota",United States
Marcus Bossett,The Grasshopper,,73,220,,Heavyweight,"Los Angeles, California",United States
Felix Mitchell,,,71,220,,Heavyweight,"Antioch, Tennessee",United States
Steve Judson,,,73,220,,Heavyweight,"Phoenix, Arizona",United States
Brian Johnston,Fury,7/28/1968,76,222,American Kickboxing Academy,Heavyweight,"San Jose, California",United States
John Marsh,The Bull,9/15/1970,72,222,Team Neutral Grounds,Heavyweight,"Torrance, California",United States
Jon Madsen,,2/12/1980,72,222,HIT Squad,Heavyweight,"Granite City, Illinois",United States
Dave Herman,,10/3/1984,76,223,Team Quest,Heavyweight,"Columbia City, Indiana",United States
Kevin Ferguson,Kimbo Slice,2/8/1974,74,225,American Top Team,Heavyweight,"Miami, Florida",United States
Pete Williams,El Duro,7/10/1975,75,225,Lion's Den,Heavyweight,"San Lorenzo, California",USA
Tim Lajcik,The Bohemian,6/21/1965,73,225,Gladiators Training Academy,Heavyweight,"Redwood, California",United States
Tsuyoshi Kosaka,TK,3/6/1970,71,225,Alliance-Square,Heavyweight,"Kusatsu, Shiga",Japan
Patrick Smith,,7/16/1963,74,225,,Heavyweight,"Denver, Colorado",United States
Sam Adkins,The Experience,4/26/1965,75,225,,Heavyweight,"Houston, Texas",United States
Ivan Serati,,,73,225,Sure Grip Vale Tudo,Heavyweight,Monza,Italy
Melton Bowen,The Punisher,3/10/1969,72,225,,Heavyweight,"Irmo, South Carolina",United States
Scott Adams,,7/16/1974,72,225,The Pit,Heavyweight,"San Luis Obispo, California",
Alex Hunter,,,69,226,,Heavyweight,"Tarpon Springs, Florida",USA
Mirko Filipovic,Cro Cop,9/10/1974,74,227,Cro Cop Squad Gym,Heavyweight,Zagreb,Croatia
Roberto Traven,Spider,9/16/1968,75,227,Alliance Team,Heavyweight,Rio de Janeiro,Brazil
Alex Nicholson,The Spartan,5/2/1990,76,227,,Heavyweight,"Apopka, Florida",United States
Keigo Kunihara,,,72,228,,Heavyweight,,Japan
Bobby Southworth,,12/16/1969,73,228,American Kickboxing Academy,Heavyweight,"Santa Cruz, California",United States
Mario Neto,Sukata,,72,229,Mario Sukata Team,Heavyweight,"Joao Pessoa, Paraiba",Brazil
Wes Combs,Soldier,6/18/1973,74,230,Millennia MMA,Heavyweight,"Rancho Cucamonga, California",United States
Travis Fulton,The Ironman,5/29/1977,72,230,Team Peak Performance,Heavyweight,"Cedar Falls, Iowa",United States
Branden Lee Hinkle,The Iron Lion,7/29/1973,74,230,Hammer House,Heavyweight,"Jefferson, Ohio",United States
Jason Fairn,Bonecracker,7/16/1973,73,230,Fairn Jiu-Jitsu,Heavyweight,"Vancouver, British Columbia",Canada
Nandor Guelmino,The Hun,12/20/1975,75,230,Gym 23,Heavyweight,Vienna,Austria
Carlos Barreto,Carlao,7/22/1968,76,230,,Heavyweight,Rio de Janeiro,Brazil
Cal Worsham,,,70,230,Worsham Team X,Heavyweight,"Folsom, California",United States
Zane Frazier,Nasty,7/16/1966,78,230,,Heavyweight,"North Hollywood, California",United States
Rob MacDonald,,,75,230,Franco Behring,Heavyweight,Ontario,Canada
Nate Schroeder,,,73,230,,Heavyweight,"Rock Island, Illinois",United States
Alberto Cerra Leon,,,68,231,,Heavyweight,Lemoa,Spain
Tra Telligman,Trauma,2/7/1965,74,233,Lion's Den,Heavyweight,"Dallas, Texas",United States
Victor Valimaki,The Finnisher,12/17/1981,72,233,Complete Fitness and Martial Arts,Heavyweight,"Edmonton, Alberta",Canada
Konstantin Erokhin,,1/2/1982,71,233,,Heavyweight,Moscow,Russia
Cheick Kongo,,5/17/1975,76,234,Kongo Smashin' Club,Heavyweight,Paris,France
Christian Wellisch,,,74,234,American Kickboxing Academy,Heavyweight,"Los Angeles, California",United States
Justin McCully,The Insane One,2/18/1976,74,235,Team Punishment,Heavyweight,"Orange, California",United States
Kimo Leopoldo,,1/4/1968,75,235,Freelance,Heavyweight,"Huntington Beach, California",United States
Sean Alvarez,,7/14/1971,72,235,Renzo Gracie Jiu-Jitsu,Heavyweight,New York,USA
Assuerio Silva,,6/18/1974,73,235,,Heavyweight,"Curitiba, Parana",Brazil
Mostapha Al-Turk,,7/14/1973,74,235,London Shootfighters,Heavyweight,London,England
Icho Larenas,El Dogo,12/3/1982,73,235,,Heavyweight,,Canada
Justin Eilers,,6/28/1978,73,235,Miletich Martial Arts,Heavyweight,"Nampa, Idaho",United States
John Campetella,,,69,235,,Heavyweight,"New York City, New York",USA
Scott Fiedler,,,76,235,,Heavyweight,"Pacific, Missouri",United States
Francesco Maturi,Fang,,75,235,,Heavyweight,"Moorehead, Minnesota",United States
Ryan Parker,,,75,235,,Heavyweight,"Moorehead, Minnesota",United States
Travis Browne,Hapa,7/17/1982,79,236,Glendale Fighting Club,Heavyweight,"Oahu, Hawaii",United States
Joe Son,,11/20/1970,64,236,,Heavyweight,"Huntington Beach, California",United States
James Toney,Lights Out,8/24/1968,70,237,M-1 Global Training Center,Heavyweight,"Grand Rapids, Michigan",United States
Vinicius Kappke de Queiroz,Spartan,8/29/1983,79,237,Team Nogueira,Heavyweight,"Curitiba, Parana",Brazil
Pat Barry,HD,7/7/1979,71,237,Team Death Clutch,Heavyweight,"New Orleans, Louisiana",United States
Pat Barry,HD,7/7/1979,71,237,Team Death Clutch,Heavyweight,"New Orleans, Louisiana",United States
Jeff Monson,The Snowman,1/18/1971,69,238,American Top Team,Heavyweight,"Miami, Florida",United States
Brendan Schaub,Big Brown,3/18/1983,76,238,Reign MMA,Heavyweight,"Aurora, Colorado",United States
Alexandre Dantas,Cafe,1/3/1979,74,238,Gracie Barra Combat Team,Heavyweight,Rio de Janeiro,Brazil
Junior dos Santos,Cigano,1/30/1984,76,239,Champion Team,Heavyweight,"Cacadores, Santa Catarina",Brazil
Antonio Rodrigo Nogueira,Minotauro,6/2/1976,75,240,Team Nogueira,Heavyweight,"Vitoria da Conquista, Bahia",Brazil
Alexey Oleinik,The Boa Constrictor,6/25/1977,73,240,K Dojo Warrior Tribe,Heavyweight,Moscow,Russia
Wade Shipp,Nightmare,,75,240,Alliance MMA,Heavyweight,"San Diego, California",United States
Gary Goodridge,Big Daddy,1/17/1966,75,240,Big Daddy Fight Team,Heavyweight,"Barrie, Ontario",Canada
Jared Rosholt,The Big Show,8/4/1986,74,240,Team Takedown,Heavyweight,"Arlington, Texas",United States
Greg Stott,The Ranger,,67,240,,Heavyweight,"Sanford, North Carolina",USA
Antoni Hardonk,,2/5/1976,76,240,Dynamix MMA,Heavyweight,Weesp,Holland
Hugo Duarte,,8/9/1968,72,240,Hugo Duarte Luta Livre,Heavyweight,Rio De Janeiro,Brazil
Viktor Pesta,,7/15/1990,75,240,Penta Gym Prague,Heavyweight,Prague,Czech Republic
Harold Howard,,,74,240,,Heavyweight,"Niagara Falls, Ontario",Canada
Andy Anderson,The Hammer,7/16/1964,69,240,,Heavyweight,"Arlington, Texas",United States
Andrei Arlovski,The Pit Bull,2/4/1979,76,241,Jackson-Wink MMA,Heavyweight,Minsk,Belarus
Walt Harris,The Big Ticket,6/10/1983,76,241,American Top Team,Heavyweight,"Homewood, Alabama",United States
Damian Grabowski,The Polish Pitbull,5/12/1980,73,241,Lutadores Opole,Heavyweight,Opole,Poland
Cain Velasquez,,7/28/1982,73,241,American Kickboxing Academy,Heavyweight,"Salinas, California",United States
Todd Duffee,,12/6/1985,75,241,American Top Team,Heavyweight,"Evansville, Indiana",United States
Fabricio Werdum,Vai Cavalo,7/30/1977,76,242,Werdum Combat Team,Heavyweight,"Porto Alegre, Rio Grande do Sul",Brazil
Neil Wain,Old Skool,,70,242,,Heavyweight,Doncaster,England
Daniel Omielanczuk,,8/31/1982,72,242,Ankos Zapasy,Heavyweight,Warsaw,Poland
Colin Robinson,Big C,11/27/1968,76,243,,Heavyweight,Ballymena,Northern Ireland
Luis Henrique Barbosa de Oliveira,KLB,8/21/1993,75,243,Infight,Heavyweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Jared Cannonier,The Killa Gorilla,,75,244,Gracie Barra Alaska,Heavyweight,"Anchorage, Alaska",United States
Pedro Rizzo,The Rock,5/3/1974,73,244,Ruas Vale Tudo,Heavyweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Kevin Jordan,The Shaman,12/31/1970,75,245,USCAA,Heavyweight,"Columbus, Georgia",United States
Bobby Hoffman,The Truth,10/28/1966,74,245,Universal Grappling Academy,Heavyweight,"Bettendorf, Iowa",United States
Josh Copeland,Cuddly Bear,,73,245,Grudge Training Center,Heavyweight,"Denver, Colorado",United States
Stipe Miocic,,8/19/1982,76,245,Strong Style Fight Team,Heavyweight,"Independence, Ohio",United States
Jason Godsey,,1/1/1964,74,245,Integrated Fighting Academy,Heavyweight,"Indianapolis, Indiana",United States
Matt Andersen,,,74,245,,Heavyweight,"Omaha, Nebraska",USA
Chris de la Rocha,,,75,245,,Heavyweight,"Washougal, Washington",United States
Rafael Carino,Earthquake,7/16/1973,80,245,Nova Uniao,Heavyweight,Rio De Janeiro,Brazil
Robert Lucarelli,,,74,245,,Heavyweight,"Schenectady, New York",United States
Frank Hamaker,,,74,245,,Heavyweight,Amsterdam,Netherlands
Shane del Rosario,,9/23/1983,75,246,Team Oyama,Heavyweight,"Irvine, California",United States
Denis Stojnic,The Menace,2/2/1980,72,247,Golden Glory,Heavyweight,Sarajevo,Bosnia and Herzegovina
Josh Barnett,The Warmaster,11/10/1977,75,248,CSW,Heavyweight,"Seattle, Washington",United States
Philip De Fries,,4/21/1986,76,248,Alliance MMA,Heavyweight,"Sunderland, Tyne and Wear",England
Larry Cureton,,,74,248,,Heavyweight,"Jersey City, New Jersey",United States
Roy Nelson,Big Country,6/20/1976,72,249,Country Club,Heavyweight,"Las Vegas, Nevada",United States
Ruslan Magomedov,Leopard,11/26/1986,75,249,Fight Club Berkut,Heavyweight,Dagestan,Russia
Rolles Gracie,,7/14/1978,76,249,Renzo Gracie Jiu-Jitsu,Heavyweight,Rio de Janeiro,Brazil
Heath Herring,The Texas Crazy Horse,3/2/1978,76,250,Las Vegas Combat Club,Heavyweight,"Waco, Texas",United States
Remco Pardoel,Grizzly,,74,250,Pardoel Sports,Heavyweight,Oss,Holland
Gilbert Aldana,El Peligro,,73,250,Brausa Academy,Heavyweight,"Chandler, Arizona",USA
Jonathan Wiezorek,Lock and Load,,75,250,Valdosta Martial Arts Academy,Heavyweight,"Valdosta, Georgia",United States
David Abbott,Tank,4/26/1965,72,250,,Heavyweight,"Huntington Beach, California",United States
Dave Beneteau,Dangerous,7/16/1968,74,250,,Heavyweight,"Windsor, Ontario",Canada
Steve Nelmark,The Sandman,,72,250,,Heavyweight,"Livonia, Michigan",USA
Tedd Williams,,12/19/1969,72,250,Williams Combat Grappling,Heavyweight,"Hesperia, California",United States
Sam Fulton,,,74,250,,Heavyweight,"Athens, Alabama",United States
Francis Ngannou,,9/5/1986,76,250,MMA Factory,Heavyweight,,France
John Olav Einemo,The Viking,12/10/1975,78,251,Golden Glory,Heavyweight,"Oslo, Oslo",Norway
Ruan Potts,Fangzz,2/23/1978,74,251,Mark Robinson MMA,Heavyweight,"Cape Town, Western Cape",South Africa
Shawn Jordan,The Savage,10/21/1984,72,251,American Top Team,Heavyweight,"Baton Rouge, Louisiana",United States
Anthony Hamilton,Freight Train,4/14/1980,77,253,Jackson-Wink MMA,Heavyweight,"Seattle, Washington",United States
Dan Severn,The Beast,6/8/1958,74,253,The Beast Academy,Heavyweight,"Coldwater, Michigan",United States
Lavar Johnson,Big,6/11/1977,75,253,Pro Buhawe,Heavyweight,"Madera, California",United States
Jack May,The Outlaw,4/14/1981,80,253,CSW,Heavyweight,"Chino Hills, California",United States
Brad Morris,,,73,253,Gracie Barra Sydney,Heavyweight,"Sydney, New South Wales",Australia
Shane Carwin,,1/4/1975,74,254,Grudge Training Center,Heavyweight,"Greeley, Colorado",United States
Mark Kerr,The Smashing Machine,12/21/1968,75,255,Team Kerr,Heavyweight,"Phoenix, Arizona",United States
Shamil Abdurakhimov,Abrek,9/2/1981,75,255,Peresvet FT,Heavyweight,"Makhachkala, Dagestan",Russia
Matt Mitrione,Meathead,7/15/1978,75,255,Blackzilians,Heavyweight,"Indianapolis, Indiana",United States
Carmelo Marrero,The Fury,1/26/1981,74,255,American Top Team,Heavyweight,"Douglasville, Pennsylvania",United States
Semmy Schilt,Hightower,10/27/1973,83,256,Golden Glory,Heavyweight,"Zuidlaren, Drenthe",Holland
Mike Russow,,11/9/1976,73,256,,Heavyweight,"Chicago, Illinois",United States
Darrill Schoonover,The Boss,6/18/1985,74,257,Red Spider MMA,Heavyweight,"El Paso, Texas",United States
Alistair Overeem,The Demolition Man,5/17/1980,77,257,Jackson-Wink MMA,Heavyweight,Amsterdam,Netherlands
Fabiano Scherner,Pega-Leve,6/30/1972,76,257,Team Quest,Heavyweight,"Florianopolis, Santa Catarina",Brazil
Gabriel Gonzaga,Napao,5/18/1979,74,258,Team Link,Heavyweight,Rio de Janeiro,Brazil
Wes Sims,A Whole Show,10/12/1979,81,258,Hammer House,Heavyweight,"Lancaster, Ohio",United States
Rob Broughton,The Bear,3/3/1983,74,258,Atherton Submission Wrestling,Heavyweight,Liverpool,England
Travis Wiuff,Diesel,3/15/1978,75,259,Elite Performance,Heavyweight,"Rochester, Minnesota",United States
Josh Hendricks,Heavy,8/28/1976,74,259,Superior Health Club,Heavyweight,"Mansfield, Ohio",United States
Scott Bessac,,,76,259,,Heavyweight,"Lodi, California",United States
Ron Waterman,H2O,11/23/1965,74,260,Colorado Stars,Heavyweight,"Greeley, Colorado",United States
Brad Imes,The Hillbilly Heartthrob,3/16/1977,79,260,Sacramaneto BJJ,Heavyweight,"Sacramento, California",United States
Chris Tuchscherer,The Crowbar,9/8/1975,74,260,Academy of Combat Arts,Heavyweight,"Fargo, North Dakota",United States
Wesley Correira,Cabbage,,75,260,Cabbage MMA,Heavyweight,"Hilo, Hawaii",United States
Gan McGee,The Giant,11/20/1976,82,260,S.K.S. Fight Team,Heavyweight,"San Luis Obispo, California",United States
Joe Charles,The Ghetto Man,7/16/1958,73,260,,Heavyweight,"Culver City, California",United States
Mike Whitehead,Iron,6/29/1981,73,261,Xtreme Couture,Heavyweight,"Salt Lake City, Utah",United States
Christian Morecraft,,9/8/1986,78,261,Team Bombsquad,Heavyweight,"Plymouth, Massachusetts",United States
Mark Hunt,The Super Samoan,3/23/1974,70,262,American Top Team,Heavyweight,"South Auckland, Auckland",New Zealand
Frank Mir,,5/24/1979,75,262,Las Vegas Combat Club,Heavyweight,"Las Vegas, Nevada",United States
Mike Wessel,The Juggernaut,12/2/1977,72,263,Westside Fight Team,Heavyweight,"Little Rock, Arkansas",United States
Ben Rothwell,,10/17/1981,76,263,Rothwell MMA,Heavyweight,"Kenosha, Wisconsin",United States
Tim Hague,The Thrashing Machine,9/5/1983,76,264,Black Sheep MMA,Heavyweight,"Boyle, Alberta",Canada
Antonio Silva,Bigfoot,9/14/1979,76,264,American Top Team,Heavyweight,"Brasilia, Distrito Federal",Brazil
Derrick Lewis,The Black Beast,2/7/1985,75,264,Silverback Fight Club,Heavyweight,"Houston, Texas",United States
Neil Grove,Goliath,1/18/1971,78,264,Daigaku Karate Kai London,Heavyweight,London,England
Brock Lesnar,,7/12/1977,75,264,Team Death Clutch,Heavyweight,"Webster, South Dakota",United States
Chase Gormley,,,75,264,Reign MMA,Heavyweight,"Los Angeles, California",United States
Timothy Johnson,,,75,264,,Heavyweight,"Fargo, North Dakota",United States
Soa Palelei,The Hulk,12/7/1977,76,265,AKA Thailand,Heavyweight,"Perth, Western Australia",Australia
Tim Sylvia,The Maine-iac,3/5/1974,80,265,Team Extreme,Heavyweight,"Bettendorf, Iowa",United States
Stefan Struve,Skyscraper,2/18/1988,84,265,Team Schrijber,Heavyweight,"Beverwijk, North Holland",Netherlands
Kerry Schall,Meat Truck,8/9/1971,74,265,Meat Truck Inc.,Heavyweight,"Cincinnati, Ohio",United States
Justin Wren,The Big Pygmy,4/27/1987,75,265,Grudge Training Center,Heavyweight,"Ames, Iowa",United States
Scott Junk,Punk Haole,12/17/1978,73,265,MMA Development,Heavyweight,"Kailua, Hawaii",United States
Kevin Rosier,,1/6/1962,76,265,,Heavyweight,"Tampa, Florida",United States
Sean Gannon,The Cannon,,75,265,,Heavyweight,"Boston, Massachusetts",United States
Marcus Jones,Big Baby,8/15/1973,78,265,,Heavyweight,"Tampa, Florida",United States
